,model_name,init_time,readme_time,init_readme_diff
6709,huggingtweets/david_rccv,2020-10-10,Sat Oct 10 12:57:13 2020 +0000,0 days 00:00:00
17365,huggingtweets/alexip,2020-10-10,Sat Oct 10 07:42:00 2020 +0000,0 days 00:00:11
5771,sshleifer/opus-mt-en-he,2020-10-11,Sun Oct 11 17:14:06 2020 +0000,0 days 00:00:02
12575,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli,2020-10-12,Fri Dec 11 23:04:51 2020 +0100,60 days 17:41:28
24402,sentence-transformers/LaBSE,2020-10-12,Fri Dec 11 23:01:35 2020 +0100,60 days 02:47:52
17626,huggingtweets/zitterbewegung,2020-10-12,Mon Oct 12 21:49:32 2020 +0000,0 days 00:00:16
23233,allegro/herbert-large-cased,2020-10-13,Fri Dec 11 22:32:57 2020 +0100,59 days 01:50:04
7920,huggingtweets/leehsienloong,2020-10-13,Tue Oct 13 10:19:00 2020 +0000,0 days 00:00:07
6291,SEBIS/code_trans_t5_small_code_documentation_generation_javascript,2020-10-13,Tue Nov 24 18:42:04 2020 +0000,42 days 09:24:04
1323,tartuNLP/EstBERT,2020-10-13,Fri Dec 11 23:02:37 2020 +0100,59 days 12:13:35
7149,allegro/herbert-base-cased,2020-10-13,Fri Dec 11 22:32:48 2020 +0100,59 days 01:51:18
7582,tiedeman/opus-mt-en-he,2020-10-15,Thu Oct 15 14:26:22 2020 +0000,0 days 00:00:06
6554,huggingtweets/dataandme,2020-10-15,Thu Oct 15 07:29:35 2020 +0000,0 days 00:00:05
667,hatmimoha/arabic-ner,2020-10-15,Fri Dec 11 22:43:34 2020 +0100,57 days 04:03:14
15533,tiedeman/opus-mt-he-en,2020-10-15,Thu Oct 15 14:28:31 2020 +0000,0 days 00:00:09
3735,aliosm/ai-soco-cpp-roberta-tiny-96-clas,2020-10-16,Fri Dec 11 22:32:40 2020 +0100,56 days 01:40:53
25112,aliosm/ai-soco-cpp-roberta-tiny-clas,2020-10-16,Fri Dec 11 22:32:44 2020 +0100,56 days 01:40:59
22089,aliosm/ai-soco-cpp-roberta-tiny,2020-10-16,Fri Dec 11 22:32:46 2020 +0100,56 days 01:44:28
7030,aliosm/ai-soco-cpp-roberta-small-clas,2020-10-16,Fri Dec 11 22:32:36 2020 +0100,56 days 01:41:37
16675,cambridgeltl/BioRedditBERT-uncased,2020-10-16,Fri Oct 16 23:46:06 2020 +0000,0 days 06:31:27
9637,aliosm/ai-soco-cpp-roberta-small,2020-10-16,Fri Dec 11 22:32:38 2020 +0100,56 days 01:46:20
21558,aliosm/ai-soco-cpp-roberta-tiny-96,2020-10-16,Fri Dec 11 22:32:42 2020 +0100,56 days 01:43:18
1548,ayansinha/lic-class-scancode-bert-base-cased-L32-1,2020-10-16,Wed Oct 21 15:21:38 2020 +0000,4 days 19:47:36
16523,ayansinha/false-positives-scancode-bert-base-uncased-L8-1,2020-10-16,Tue Oct 20 00:30:41 2020 +0000,3 days 06:26:46
17973,mrm8488/t5-base-finetuned-common_gen,2020-10-17,Fri Dec 11 22:55:36 2020 +0100,55 days 20:32:53
11386,JDBN/t5-base-fr-qg-fquad,2020-10-17,Sat Oct 17 15:08:49 2020 +0000,0 days 01:49:30
29497,dslim/bert-large-NER,2020-10-17,Mon May 24 23:40:28 2021 +0000,219 days 20:55:39
4954,softcatala/julibert,2020-10-17,Fri Dec 11 22:47:49 2020 +0100,55 days 13:59:04
3467,huggingtweets/intifada,2020-10-19,Mon Oct 19 11:55:46 2020 +0000,0 days 00:00:46
605,huggingtweets/aliabunimah,2020-10-19,Mon Oct 19 11:36:31 2020 +0000,0 days 00:00:19
11116,huggingtweets/antoinebordes,2020-10-19,Mon Oct 19 14:53:42 2020 +0000,0 days 00:00:16
19132,huggingtweets/mkbhd,2020-10-19,Mon Oct 19 19:30:33 2020 +0000,0 days 00:00:04
6492,huggingtweets/akasarahjean,2020-10-19,Mon Oct 19 19:14:51 2020 +0000,0 days 00:00:04
30138,huggingtweets/hansvestberg,2020-10-20,Tue Oct 20 15:43:15 2020 +0000,0 days 00:00:05
14338,huggingtweets/oohloo,2020-10-20,Tue Oct 20 19:01:32 2020 +0000,0 days 00:00:04
16122,deepset/gelectra-base,2020-10-20,Fri Dec 11 22:37:55 2020 +0100,52 days 05:20:24
11016,huggingtweets/steashaz,2020-10-20,Tue Oct 20 12:38:59 2020 +0000,0 days 00:00:05
907,huggingtweets/swedense,2020-10-20,Tue Oct 20 15:52:48 2020 +0000,0 days 00:00:04
18628,deepset/gbert-large,2020-10-20,Fri Dec 11 22:37:48 2020 +0100,52 days 05:16:23
17936,deepset/gbert-base,2020-10-20,Fri Dec 11 22:37:45 2020 +0100,52 days 05:15:23
19928,indigo-ai/BERTino,2020-10-20,Tue Oct 20 15:32:10 2020 +0000,0 days 00:43:22
15370,tartuNLP/EstBERT_512,2020-10-20,Tue May 3 07:50:19 2022 +0000,559 days 17:11:22
28458,deepset/gelectra-large,2020-10-20,Fri Dec 11 22:38:01 2020 +0100,52 days 05:19:44
27366,T-Systems-onsite/german-roberta-sentence-transformer-v2,2020-10-21,Fri Dec 11 22:30:31 2020 +0100,51 days 14:23:24
23097,deepset/gelectra-large-generator,2020-10-21,Fri Dec 11 22:37:58 2020 +0100,51 days 11:02:25
3412,mrm8488/squeezebert-finetuned-squadv2,2020-10-21,Fri Dec 11 22:55:26 2020 +0100,51 days 02:24:15
10696,deepset/gelectra-base-generator,2020-10-21,Fri Dec 11 22:37:51 2020 +0100,51 days 11:03:26
22620,nateraw/bert-base-uncased-emotion,2020-10-21,Wed Oct 21 05:28:42 2020 +0000,0 days 00:00:08
8092,huggingtweets/arrl,2020-10-21,Wed Oct 21 22:34:00 2020 +0000,0 days 00:00:01
24333,mideind/IceBERT-igc,2020-10-21,Thu Oct 22 15:56:35 2020 +0000,0 days 20:01:45
28065,mrm8488/GPT-2-finetuned-common_gen,2020-10-21,Fri Dec 11 22:51:50 2020 +0100,51 days 00:52:37
10536,ethanyt/guwenbert-base,2020-10-21,Fri Dec 11 22:39:20 2020 +0100,51 days 12:03:47
13529,ethanyt/guwenbert-large,2020-10-21,Fri Dec 11 22:39:24 2020 +0100,51 days 11:49:51
29867,huggingtweets/zachfox,2020-10-21,Wed Oct 21 22:51:06 2020 +0000,0 days 00:00:02
23442,mrm8488/squeezebert-finetuned-squadv1,2020-10-21,Fri Dec 11 22:55:22 2020 +0100,51 days 18:58:58
15398,stas/tiny-wmt19-en-ru,2020-10-21,Mon May 3 01:40:40 2021 +0000,193 days 04:48:22
6834,microsoft/prophetnet-large-uncased-squad-qg,2020-10-21,Fri Dec 11 22:51:03 2020 +0100,51 days 12:34:19
23334,sberbank-ai/rugpt2large,2020-10-22,Tue Sep 21 19:34:11 2021 +0000,334 days 02:12:48
8692,huggingtweets/flatironschool,2020-10-22,Thu Oct 22 04:28:53 2020 +0000,0 days 00:00:02
1111,huggingtweets/kanugantisuman,2020-10-22,Thu Oct 22 20:57:23 2020 +0000,0 days 00:00:00
16640,huggingtweets/gandalfthewhi19,2020-10-22,Thu Oct 22 12:43:58 2020 +0000,0 days 00:00:02
19253,nateraw/bert-base-uncased-ag-news,2020-10-22,Thu Oct 22 08:13:57 2020 +0000,0 days 00:00:05
14291,smanjil/German-MedBERT,2020-10-22,Fri Dec 11 23:02:04 2020 +0100,50 days 09:10:56
8182,sberbank-ai/rugpt3medium_based_on_gpt2,2020-10-22,Tue Sep 21 19:29:06 2021 +0000,334 days 02:29:56
19436,huggingtweets/buildwithcycy,2020-10-22,Thu Oct 22 18:27:43 2020 +0000,0 days 00:00:01
29993,sberbank-ai/rugpt3large_based_on_gpt2,2020-10-22,Tue Sep 21 19:33:09 2021 +0000,334 days 01:22:29
4130,huggingtweets/tonline_news,2020-10-23,Fri Oct 23 09:40:27 2020 +0000,0 days 00:00:01
8848,huggingtweets/ycombinator,2020-10-23,Fri Oct 23 09:57:08 2020 +0000,0 days 00:00:01
9467,huggingtweets/vercel,2020-10-23,Fri Oct 23 23:05:10 2020 +0000,0 days 00:00:01
6942,huggingtweets/ojornet,2020-10-23,Fri Oct 23 11:51:25 2020 +0000,0 days 00:00:01
25485,sachaarbonel/bert-italian-cased-finetuned-pos,2020-10-23,Fri Dec 11 23:00:31 2020 +0100,49 days 10:24:28
12799,huggingtweets/techcrunch,2020-10-23,Fri Oct 23 09:48:39 2020 +0000,0 days 00:00:02
4753,DJSammy/bert-base-danish-uncased_BotXO-ai,2020-10-24,Fri Dec 11 22:26:20 2020 +0100,48 days 00:49:28
13092,huggingtweets/erictopol,2020-10-24,Sat Oct 24 01:38:08 2020 +0000,0 days 00:00:02
28441,mrm8488/t5-base-finetuned-qasc,2020-10-24,Fri Dec 11 22:55:50 2020 +0100,48 days 09:43:33
3857,T-Systems-onsite/cross-en-de-roberta-sentence-transformer,2020-10-24,Fri Dec 11 22:30:27 2020 +0100,48 days 10:48:06
28977,huggingtweets/diaz_de_leon,2020-10-24,Sat Oct 24 03:12:09 2020 +0000,0 days 00:00:01
2823,huggingtweets/nickjfuentes,2020-10-24,Sat Oct 24 02:31:23 2020 +0000,0 days 00:00:00
12518,huggingtweets/rgrig,2020-10-24,Sat Oct 24 09:44:13 2020 +0000,0 days 00:00:00
25007,ashwani-tanwar/Indo-Aryan-XLM-R-Base,2020-10-25,Sat Dec 12 02:52:59 2020 +0000,47 days 07:06:33
14075,ashwani-tanwar/Gujarati-XLM-R-Base,2020-10-25,Fri Dec 11 22:34:15 2020 +0100,47 days 03:34:04
4423,ashwani-tanwar/Gujarati-in-Devanagari-XLM-R-Base,2020-10-25,Sat Dec 12 02:22:48 2020 +0000,47 days 06:41:13
15875,ashwani-tanwar/Gujarati-XLM-R-Large,2020-10-25,Sat Dec 12 01:39:10 2020 +0000,47 days 05:53:52
21626,huggingtweets/henninglobin,2020-10-25,Sun Oct 25 07:26:46 2020 +0000,0 days 00:00:01
5645,huggingtweets/ivanpeer,2020-10-25,Sun Oct 25 06:31:27 2020 +0000,0 days 00:00:01
873,valhalla/distilt5-qg-hl-12-6,2020-10-26,Mon Oct 26 18:29:33 2020 +0000,0 days 00:00:16
5486,huggingtweets/danaludwig,2020-10-26,Mon Oct 26 01:03:28 2020 +0000,0 days 00:00:01
28472,huggingtweets/_bravit,2020-10-26,Mon Oct 26 15:13:18 2020 +0000,0 days 00:00:00
29987,valhalla/distilt5-qa-qg-hl-12-6,2020-10-26,Mon Oct 26 18:28:26 2020 +0000,0 days 00:00:10
16112,huggingtweets/sturch45,2020-10-26,Mon Oct 26 13:39:27 2020 +0000,0 days 00:00:01
16354,huggingtweets/178kakapo,2020-10-26,Mon Oct 26 13:51:55 2020 +0000,0 days 00:00:02
8379,Helsinki-NLP/opus-mt-he-ru,2020-10-26,Mon Oct 26 14:30:48 2020 +0000,0 days 00:00:06
10033,valhalla/distilt5-qa-qg-hl-6-4,2020-10-26,Mon Oct 26 18:28:52 2020 +0000,0 days 00:00:04
14855,Helsinki-NLP/opus-mt-ru-he,2020-10-26,Mon Oct 26 14:33:36 2020 +0000,0 days 00:00:06
24012,valhalla/distilt5-qg-hl-6-4,2020-10-26,Mon Oct 26 18:30:11 2020 +0000,0 days 00:00:07
28902,gurkan08/bert-turkish-text-classification,2020-10-27,Fri Dec 11 22:43:31 2020 +0100,45 days 21:28:11
19017,huggingtweets/strongerstabler,2020-10-27,Tue Oct 27 16:54:09 2020 +0000,0 days 00:00:07
3620,patrickvonplaten/bert2bert_cnn_daily_mail,2020-10-27,Fri Dec 11 22:59:13 2020 +0100,45 days 08:57:29
12127,huggingtweets/davidgoggins,2020-10-27,Tue Oct 27 20:23:55 2020 +0000,0 days 00:00:13
15392,huggingtweets/huxijin_gt,2020-10-27,Tue Oct 27 19:23:20 2020 +0000,0 days 00:00:06
15726,ganeshkharad/gk-hinglish-sentiment,2020-10-27,Fri Dec 11 22:40:54 2020 +0100,45 days 08:03:53
23112,huggingtweets/aaroisosaari,2020-10-27,Tue Oct 27 11:46:52 2020 +0000,0 days 00:00:07
23681,huggingtweets/doctor_emmet,2020-10-27,Tue Oct 27 16:30:02 2020 +0000,0 days 00:00:01
16929,huggingtweets/christianreber,2020-10-27,Tue Oct 27 14:30:50 2020 +0000,0 days 00:00:17
3363,huggingtweets/wrathofgnon,2020-10-28,Wed Oct 28 22:23:06 2020 +0000,0 days 00:00:31
13957,huggingtweets/outsideness,2020-10-28,Wed Oct 28 22:29:08 2020 +0000,0 days 00:00:12
22942,huggingtweets/fkuhlmeier,2020-10-28,Wed Oct 28 13:03:04 2020 +0000,0 days 00:00:08
12950,sberbank-ai/rugpt3small_based_on_gpt2,2020-10-28,Tue Sep 21 19:30:41 2021 +0000,328 days 06:41:20
28481,huggingtweets/ian_thefemale,2020-10-28,Wed Oct 28 13:00:07 2020 +0000,0 days 00:00:12
26743,huggingtweets/purenietzsche,2020-10-28,Wed Oct 28 23:02:15 2020 +0000,0 days 00:00:06
25617,huggingtweets/greatestquotes,2020-10-28,Wed Oct 28 22:44:38 2020 +0000,0 days 00:00:06
12138,huggingtweets/w_mlabateki,2020-10-28,Wed Oct 28 13:10:21 2020 +0000,0 days 00:00:10
20843,huggingtweets/marknorm,2020-10-29,Thu Oct 29 20:32:22 2020 +0000,0 days 00:00:48
16271,neuralspace-reverie/indic-transformers-bn-roberta,2020-10-30,Fri Dec 11 22:57:11 2020 +0100,42 days 07:17:43
9076,huggingtweets/stephenking,2020-10-30,Fri Oct 30 20:41:13 2020 +0000,0 days 00:00:02
4757,huggingtweets/peterxinping,2020-10-30,Fri Oct 30 16:02:44 2020 +0000,0 days 00:00:15
15088,neuralspace-reverie/indic-transformers-te-xlmroberta,2020-10-30,Fri Dec 11 22:57:43 2020 +0100,42 days 06:28:50
25701,neuralspace-reverie/indic-transformers-hi-roberta,2020-10-30,Fri Dec 11 22:57:25 2020 +0100,42 days 07:26:49
25632,neuralspace-reverie/indic-transformers-hi-xlmroberta,2020-10-30,Fri Dec 11 22:57:29 2020 +0100,42 days 06:44:44
17429,neuralspace-reverie/indic-transformers-bn-bert,2020-10-30,Fri Dec 11 22:57:04 2020 +0100,42 days 12:25:59
19225,neuralspace-reverie/indic-transformers-te-distilbert,2020-10-30,Fri Dec 11 22:57:36 2020 +0100,42 days 05:39:45
15507,neuralspace-reverie/indic-transformers-te-bert,2020-10-30,Fri Dec 11 22:57:32 2020 +0100,42 days 08:24:37
30080,neuralspace-reverie/indic-transformers-bn-xlmroberta,2020-10-30,Fri Dec 11 22:57:15 2020 +0100,42 days 07:08:16
29289,kuppuluri/telugu_bertu,2020-10-30,Fri Dec 11 22:49:04 2020 +0100,42 days 19:51:16
8336,neuralspace-reverie/indic-transformers-hi-bert,2020-10-30,Fri Dec 11 22:57:18 2020 +0100,42 days 08:25:19
3057,neuralspace-reverie/indic-transformers-bn-distilbert,2020-10-30,Fri Dec 11 22:57:07 2020 +0100,42 days 04:42:26
3993,neuralspace-reverie/indic-transformers-te-roberta,2020-10-30,Fri Dec 11 22:57:39 2020 +0100,42 days 07:42:22
19619,neuralspace-reverie/indic-transformers-hi-distilbert,2020-10-30,Fri Dec 11 22:57:21 2020 +0100,42 days 05:31:41
3446,huggingtweets/anoushnajarian,2020-10-30,Fri Oct 30 18:24:48 2020 +0000,0 days 00:00:01
10528,huggingtweets/cooperativa,2020-10-31,Sat Oct 31 22:45:15 2020 +0000,0 days 00:00:01
20634,huggingtweets/camara_cl,2020-10-31,Sat Oct 31 23:07:14 2020 +0000,0 days 00:00:01
24693,huggingtweets/curlyjunglejake,2020-10-31,Sat Oct 31 17:53:20 2020 +0000,0 days 00:00:01
5418,huggingtweets/normmacdonald,2020-10-31,Sat Oct 31 18:21:52 2020 +0000,0 days 00:00:01
24024,bionlp/bluebert_pubmed_uncased_L-12_H-768_A-12,2020-11-01,Fri Dec 11 22:34:48 2020 +0100,40 days 04:15:29
21758,pedropei/question-intimacy,2020-11-01,Fri Dec 11 22:59:36 2020 +0100,40 days 19:24:32
22773,bionlp/bluebert_pubmed_mimic_uncased_L-12_H-768_A-12,2020-11-01,Fri Dec 11 22:34:41 2020 +0100,40 days 03:30:50
2307,bionlp/bluebert_pubmed_uncased_L-24_H-1024_A-16,2020-11-01,Fri Dec 11 22:34:51 2020 +0100,39 days 23:59:46
21081,bionlp/bluebert_pubmed_mimic_uncased_L-24_H-1024_A-16,2020-11-01,Fri Dec 11 22:34:44 2020 +0100,39 days 23:59:24
3201,mrm8488/t5-base-finetuned-quarel,2020-11-02,Fri Dec 11 22:55:53 2020 +0100,38 days 22:26:35
23780,dbmdz/electra-base-italian-xxl-cased-generator,2020-11-02,Fri Dec 11 22:37:22 2020 +0100,39 days 04:57:37
22294,patrickvonplaten/roberta_shared_bbc_xsum,2020-11-02,Fri Dec 11 22:59:29 2020 +0100,39 days 03:18:36
23511,huggingtweets/pbhushan1,2020-11-02,Mon Nov 2 11:57:34 2020 +0000,0 days 00:00:01
7735,dbmdz/electra-base-italian-xxl-cased-discriminator,2020-11-02,Fri Dec 11 22:37:19 2020 +0100,39 days 05:55:58
29472,jason9693/soongsil-bert-small,2020-11-03,Wed Jul 13 05:33:10 2022 +0000,616 days 21:09:01
25294,huggingtweets/tim_cook,2020-11-03,Tue Nov 3 17:02:42 2020 +0000,0 days 00:00:17
18159,huggingtweets/greene_ray,2020-11-03,Tue Nov 3 16:14:39 2020 +0000,0 days 00:00:16
17506,kiri-ai/distiluse-base-multilingual-cased-et,2020-11-03,Fri Dec 11 22:48:24 2020 +0100,38 days 10:51:46
3317,jason9693/soongsil-bert-base,2020-11-03,Sat Apr 16 14:33:36 2022 +0000,529 days 05:51:59
729,moussaKam/barthez,2020-11-04,Tue Dec 8 17:40:15 2020 +0100,33 days 19:48:23
25341,ktrapeznikov/gpt2-medium-topic-news,2020-11-05,Fri Dec 11 22:48:47 2020 +0100,36 days 21:42:49
27200,mrm8488/t5-base-finetuned-quartz,2020-11-05,Fri Dec 11 22:55:56 2020 +0100,36 days 01:59:52
20212,mymusise/EasternFantasyNoval,2020-11-05,Tue Nov 17 11:07:10 2020 +0800,12 days 00:48:02
13065,huggingtweets/holocenite,2020-11-05,Thu Nov 5 19:24:34 2020 +0000,0 days 00:00:01
6878,moussaKam/mbarthez,2020-11-06,Tue Dec 8 17:45:15 2020 +0100,32 days 07:06:05
3756,snunlp/KR-BERT-char16424,2020-11-06,Mon Nov 22 06:19:20 2021 +0000,380 days 23:38:13
8002,moussaKam/barthez-orangesum-title,2020-11-06,Fri Nov 6 12:54:46 2020 +0000,0 days 00:18:37
381,huggingtweets/mikrodystopies,2020-11-06,Fri Nov 6 10:24:37 2020 +0000,0 days 00:00:02
29108,johngiorgi/declutr-sci-base,2020-11-06,Wed Nov 11 01:00:50 2020 +0000,4 days 09:04:23
17669,huggingtweets/furrymicky,2020-11-07,Sat Nov 7 13:58:53 2020 +0000,0 days 00:02:19
4223,huggingtweets/planeselchu,2020-11-07,Sat Nov 7 14:37:31 2020 +0000,0 days 00:00:16
28231,mymusise/gpt2-medium-chinese,2020-11-07,Fri Nov 13 02:44:41 2020 +0800,5 days 09:07:34
12293,huggingtweets/moni_stats,2020-11-08,Sun Nov 8 20:29:15 2020 +0000,0 days 00:00:16
19487,huggingtweets/wendys,2020-11-08,Sun Nov 8 19:03:09 2020 +0000,0 days 00:00:07
16439,ceostroff/harry-potter-gpt2-fanfiction,2020-11-10,Fri Dec 11 22:35:35 2020 +0100,31 days 02:03:30
25312,deepset/xlm-roberta-base-squad2,2020-11-11,Wed Nov 11 17:45:10 2020 +0100,0 days 00:14:13
7304,lysandre/tapas-temporary-repo,2020-11-11,Fri Dec 11 18:13:17 2020 -0500,30 days 01:27:38
2424,ckiplab/albert-base-chinese,2020-11-12,Fri Nov 13 16:59:17 2020 +0800,0 days 22:27:54
17321,ckiplab/bert-base-chinese,2020-11-12,Fri Nov 13 16:59:49 2020 +0800,0 days 22:28:58
18577,Ogayo/Hel-ach-en,2020-11-12,Thu Nov 12 15:12:39 2020 +0200,0 days 00:03:17
3175,huggingtweets/gvanrossum,2020-11-12,Thu Nov 12 22:02:01 2020 +0000,0 days 00:00:09
16892,ckiplab/albert-tiny-chinese,2020-11-12,Fri Nov 13 16:58:46 2020 +0800,0 days 22:28:44
14437,Cinnamon/electra-small-japanese-discriminator,2020-11-13,Fri Dec 11 22:26:13 2020 +0100,28 days 14:36:48
14751,Cinnamon/electra-small-japanese-generator,2020-11-13,Fri Dec 11 22:26:17 2020 +0100,28 days 14:36:25
13465,huggingtweets/tez_romach,2020-11-13,Fri Nov 13 17:17:53 2020 +0000,0 days 00:00:08
14262,huggingtweets/chrmanning,2020-11-13,Fri Nov 13 17:46:56 2020 +0000,0 days 00:00:07
25051,ckiplab/bert-base-chinese-ner,2020-11-13,Mon Dec 14 17:58:45 2020 +0800,31 days 07:25:39
10860,ckiplab/bert-base-chinese-pos,2020-11-13,Mon Dec 14 17:57:11 2020 +0800,31 days 07:24:14
15697,huggingtweets/atinux,2020-11-13,Fri Nov 13 16:50:14 2020 +0000,0 days 00:00:08
8872,ckiplab/bert-base-chinese-ws,2020-11-13,Mon Dec 14 17:54:56 2020 +0800,31 days 07:22:07
8543,huggingtweets/speakerpelosi,2020-11-14,Sat Nov 14 04:23:53 2020 +0000,0 days 00:00:07
1822,abhilash1910/financial_roberta,2020-11-14,Fri Dec 11 22:31:09 2020 +0100,27 days 11:08:33
8706,dbmdz/german-gpt2,2020-11-15,Sun Nov 15 22:04:23 2020 +0000,0 days 00:06:06
23185,m3hrdadfi/bert2bert-fa-news-headline,2020-11-15,Sun Nov 15 22:53:03 2020 +0000,0 days 00:27:20
4334,dbmdz/german-gpt2-faust,2020-11-15,Sun Nov 15 22:34:30 2020 +0000,0 days 00:05:09
114,google/t5-v1_1-small,2020-11-15,Tue Nov 17 14:11:46 2020 +0000,1 days 17:53:51
22607,indolem/indobert-base-uncased,2020-11-15,Fri Dec 11 22:46:02 2020 +0100,26 days 11:11:40
18923,google/mt5-small,2020-11-15,Tue Nov 17 14:30:08 2020 +0000,1 days 18:36:26
24232,dbmdz/electra-base-french-europeana-cased-discriminator,2020-11-15,Mon Sep 13 21:05:37 2021 +0000,302 days 02:35:38
18926,uer/chinese_roberta_L-2_H-128,2020-11-15,Sun Nov 15 22:59:04 2020 +0800,0 days 00:04:33
6366,dbmdz/electra-base-french-europeana-cased-generator,2020-11-15,Mon Sep 13 21:05:22 2021 +0000,301 days 21:29:20
11348,unitary/multilingual-toxic-xlm-roberta,2020-11-16,Mon Nov 16 17:48:35 2020 +0000,0 days 00:01:47
3040,m3hrdadfi/bert2bert-fa-wiki-summary,2020-11-16,Fri Dec 11 22:50:20 2020 +0100,25 days 12:52:36
9146,stefan-it/flair-ner-conll03,2020-11-16,Mon Nov 16 12:20:54 2020 +0000,0 days 00:07:49
15029,huggingtweets/emmanuelmacron,2020-11-16,Mon Nov 16 14:41:41 2020 +0000,0 days 00:00:10
14827,ckiplab/gpt2-base-chinese,2020-11-16,Tue Nov 17 11:02:33 2020 +0800,0 days 19:38:26
10730,huggingtweets/modpizza,2020-11-16,Mon Nov 16 21:59:39 2020 +0000,0 days 00:00:07
21169,uer/gpt2-chinese-poem,2020-11-16,Tue Nov 17 01:15:17 2020 +0800,0 days 00:01:04
1400,redrussianarmy/gpt2-turkish-cased,2020-11-16,Mon Nov 16 09:40:23 2020 +0300,0 days 00:08:28
416,huggingtweets/Question,2020-11-16,Mon Nov 16 21:02:51 2020 +0000,0 days 00:00:09
7945,google/mt5-base,2020-11-17,Tue Nov 17 14:30:57 2020 +0000,0 days 00:31:20
15572,google/t5-small-ssm-nq,2020-11-17,Tue Nov 17 17:54:23 2020 +0000,0 days 00:55:37
23405,mrm8488/bert-small2bert-small-finetuned-cnn_daily_mail-summarization,2020-11-17,Fri Dec 11 22:53:12 2020 +0100,24 days 14:59:11
25434,huggingtweets/bzante,2020-11-17,Tue Nov 17 14:49:57 2020 +0000,0 days 00:00:07
11189,google/mt5-large,2020-11-17,Tue Nov 17 14:34:30 2020 +0000,0 days 00:02:50
18030,google/t5-v1_1-large,2020-11-17,Tue Nov 17 14:16:27 2020 +0000,0 days 00:38:06
25982,google/t5-v1_1-base,2020-11-17,Tue Nov 17 14:17:07 2020 +0000,0 days 01:03:20
12013,uer/gpt2-chinese-couplet,2020-11-17,Tue Nov 17 17:31:38 2020 +0800,0 days 00:15:18
18253,uer/chinese_roberta_L-4_H-256,2020-11-17,Tue Nov 17 22:38:22 2020 +0800,0 days 00:04:00
5074,qarib/bert-base-qarib,2020-11-17,Wed Jan 13 21:12:22 2021 +0000,57 days 08:33:27
22662,google/t5-large-ssm-nq,2020-11-17,Tue Nov 17 17:45:22 2020 +0000,0 days 02:00:21
4780,google/t5-large-ssm,2020-11-17,Tue Nov 17 17:35:28 2020 +0000,0 days 02:12:32
19359,google/t5-large-ssm-nqo,2020-11-17,Tue Nov 17 17:49:29 2020 +0000,0 days 00:53:21
12296,google/t5-small-ssm,2020-11-17,Tue Nov 17 17:34:46 2020 +0000,0 days 05:27:42
11888,amoux/roberta-cord19-1M7k,2020-11-18,Thu Nov 19 05:59:59 2020 +0000,0 days 20:44:45
2340,huggingtweets/rajcs4,2020-11-18,Wed Nov 18 18:33:45 2020 +0000,0 days 00:00:07
22795,lighteternal/SSE-TUC-mt-el-en-cased,2020-11-18,Wed Nov 18 18:09:35 2020 +0200,0 days 00:04:57
22763,lighteternal/SSE-TUC-mt-en-el-cased,2020-11-18,Wed Nov 18 11:33:35 2020 +0200,0 days 01:21:21
28084,monilouise/ner_news_portuguese,2020-11-18,Fri Dec 11 22:51:21 2020 +0100,23 days 04:01:20
28124,mrm8488/mT5-small-finetuned-tydiqa-for-xqa,2020-11-19,Fri Dec 11 22:54:38 2020 +0100,22 days 04:44:43
3286,huggingtweets/wwm_shakespeare,2020-11-19,Thu Nov 19 03:14:11 2020 +0000,0 days 00:00:09
1137,google/mt5-xl,2020-11-19,Thu Nov 19 21:23:45 2020 +0000,0 days 01:25:57
11711,NlpHUST/vibert4news-base-cased,2020-11-19,Fri Dec 11 22:29:54 2020 +0100,22 days 17:04:09
20068,google/t5-v1_1-xxl,2020-11-19,Thu Nov 19 19:55:45 2020 +0000,0 days 02:57:49
13359,lighteternal/SSE-TUC-mt-el-en-lowercase,2020-11-19,Thu Nov 19 23:17:48 2020 +0200,0 days 00:45:28
8075,huggingtweets/sosadtoday,2020-11-19,Thu Nov 19 04:32:23 2020 +0000,0 days 00:00:08
23923,huggingtweets/brittany_broski,2020-11-19,Thu Nov 19 04:48:07 2020 +0000,0 days 00:00:08
29165,huggingtweets/dog_feelings,2020-11-19,Thu Nov 19 02:50:45 2020 +0000,0 days 00:00:09
24511,madlag/bert-base-uncased-squad-v1-sparse0.25,2020-11-19,Thu Nov 19 18:45:11 2020 +0100,0 days 03:10:18
17993,google/mt5-xxl,2020-11-19,Thu Nov 19 21:24:06 2020 +0000,0 days 00:05:37
9921,lighteternal/SSE-TUC-mt-en-el-lowercase,2020-11-19,Thu Nov 19 22:44:03 2020 +0200,0 days 00:12:11
8925,google/t5-v1_1-xl,2020-11-19,Thu Nov 19 19:55:34 2020 +0000,0 days 05:32:50
16424,Fujitsu/AugCode,2020-11-20,Mon Jan 4 20:37:34 2021 +0000,45 days 12:46:59
9833,huggingtweets/paguetisqueso,2020-11-20,Fri Nov 20 17:39:00 2020 +0000,0 days 00:00:09
1146,huggingtweets/history,2020-11-20,Fri Nov 20 07:57:49 2020 +0000,0 days 00:00:07
8950,google/t5-3b-ssm,2020-11-20,Mon Dec 7 19:49:00 2020 +0000,17 days 01:10:16
22569,huggingtweets/oliverguhr,2020-11-20,Fri Nov 20 16:01:55 2020 +0000,0 days 00:00:07
